آباد	AJ$آباد+POS
منان	AJ$منان+POS
منبت	AJ$منبت+POS
منبتش	AJ$منبت+POS PRO3SG
منبسط	AJ$منبسط+POS
منبه	AJ$منبه+POS
منتج	AJ$منتج+POS
منتجم	AJ$منتج+POS PRO1SG#POS COP1SG
منتخب	AJ$منتخب+POS
منتخبست	AJ$منتخب+POS COP3SG
منتخبی	AJ$منتخب+POS YEH#POS COP2SG
منتری	AJ$منتر+POS YEH#POS COP2SG
منتشر	AJ$منتشر+POS
منتشرست	AJ$منتشر+POS COP3SG
منتظر	AJ$منتظر+POS
منتظرت	AJ$منتظر+POS PRO2SG
منتظرست	AJ$منتظر+POS COP3SG
منتظرش	AJ$منتظر+POS PRO3SG
منتظرم	AJ$منتظر+POS PRO1SG#POS COP1SG
منتظرند	AJ$منتظر+POS COP3PL
منتظری	AJ$منتظر+POS YEH#POS COP2SG
منتظریم	AJ$منتظر+POS COP1PL#POS YEH COP1SG
منتظم	AJ$منتظم+POS
منتظمی	AJ$منتظم+POS YEH#POS COP2SG
منتفع	AJ$منتفع+POS
منتفی	AJ$منتفی+POS
منتفیست	AJ$منتفی+POS COP3SG
منتقل	AJ$منتقل+POS
منتقم	AJ$منتقم+POS
منتها	AJ$منتها+POS
منتهائی	AJ$منتها+POS YEH
منتهات	AJ$منتها+POS PRO2SG
منتهاست	AJ$منتها+POS COP3SG
منتهاش	AJ$منتها+POS PRO3SG
منتهای	AJ$منتها+POS EZ#POS COP2SG
منتهایی	AJ$منتها+POS YEH
منت‌پذیر	AJ$منت‌پذیر+POS
منثور	AJ$منثور+POS
منثورست	AJ$منثور+POS COP3SG
منجر	AJ$منجر+POS
منجلی	AJ$منجلی+POS
منجمد	AJ$منجمد+POS
منجمدیم	AJ$منجمد+POS COP1PL#POS YEH COP1SG
منحرف	AJ$منحرف+POS
منحصر	AJ$منحصر+POS
منحل	AJ$منحل+POS
منحنی	AJ$منحنی+POS
منحنیش	AJ$منحنی+POS PRO3SG
منحوس	AJ$منحوس+POS
منحوست	AJ$منحوس+POS PRO2SG
منحوسست	AJ$منحوس+POS COP3SG
منحوسم	AJ$منحوس+POS PRO1SG#POS COP1SG
منحوسی	AJ$منحوس+POS YEH#POS COP2SG
منحوسیست	AJ$منحوس+POS YEH COP3SG
منخسف	AJ$منخسف+POS
مند	AJ$+POS PRO1SG COP3PL
مندرج	AJ$مندرج+POS
منزجر	AJ$منزجر+POS
منزل	AJ$منزل+POS
منزلت	AJ$منزل+POS PRO2SG
منزلتی	AJ$منزل+POS PRO2SG YEH#POS PRO2SG COP2SG
منزلست	AJ$منزل+POS COP3SG
منزلش	AJ$منزل+POS PRO3SG
منزلشان	AJ$منزل+POS PRO3PL
منزلم	AJ$منزل+POS PRO1SG#POS COP1SG
منزلند	AJ$منزل+POS COP3PL
منزلی	AJ$منزل+POS YEH#POS COP2SG
منزلیست	AJ$منزل+POS YEH COP3SG
منزه	AJ$منزه+POS
منزوی	AJ$منزوی+POS
منزویست	AJ$منزوی+POS COP3SG
منزوی‌ست	AJ$منزوی+POS COP3SG
منسوب	AJ$منسوب+POS
منسوج	AJ$منسوج+POS
منسوخ	AJ$منسوخ+POS
منسوخی	AJ$منسوخ+POS YEH#POS COP2SG
منسوخ‌ست	AJ$منسوخ+POS COP3SG
منشرح	AJ$منشرح+POS
منشعب	AJ$منشعب+POS
منشور	AJ$منشور+POS
منشورت	AJ$منشور+POS PRO2SG
منشورست	AJ$منشور+POS COP3SG
منشورش	AJ$منشور+POS PRO3SG
منشورم	AJ$منشور+POS PRO1SG#POS COP1SG
منشوری	AJ$منشوری+POS*منشور+POS YEH#POS COP2SG
منشوریم	AJ$منشوری+POS PRO1SG#POS COP1SG*منشور+POS COP1PL#POS YEH COP1SG
منصرف	AJ$منصرف+POS
منصف	AJ$منصف+POS
منصفی	AJ$منصف+POS YEH#POS COP2SG
منصوب	AJ$منصوب+POS
منصور	AJ$منصور+POS
منصورت	AJ$منصور+POS PRO2SG
منصورست	AJ$منصور+POS COP3SG
منصورم	AJ$منصور+POS PRO1SG#POS COP1SG
منصورند	AJ$منصور+POS COP3PL
منصوری	AJ$منصور+POS YEH#POS COP2SG
منصوریم	AJ$منصور+POS COP1PL#POS YEH COP1SG
منضم	AJ$منضم+POS
منطفی	AJ$منطفی+POS
منطق	AJ$منطق+POS
منطقش	AJ$منطق+POS PRO3SG
منطقم	AJ$منطق+POS PRO1SG#POS COP1SG
منطقی	AJ$منطقی+POS*منطق+POS YEH#POS COP2SG
منطوی	AJ$منطوی+POS
منظم	AJ$منظم+POS
منظور	AJ$منظور+POS
منظورت	AJ$منظور+POS PRO2SG
منظورترین	AJ$منظور+SUP
منظورش	AJ$منظور+POS PRO3SG
منظوری	AJ$منظور+POS YEH#POS COP2SG
منظوم	AJ$منظوم+POS
منظومه	AJ$منظومه+POS
منظومه‌ی	AJ$منظومه+POS EZ#POS COP2SG
منعدم	AJ$منعدم+POS
منعقد	AJ$منعقد+POS
منغص	AJ$منغص+POS
منفجر	AJ$منفجر+POS
منفرد	AJ$منفرد+POS
منفصل	AJ$منفصل+POS
منفق	AJ$منفق+POS
منفک	AJ$منفک+POS
منفکیست	AJ$منفک+POS YEH COP3SG
منفی	AJ$منفی+POS
منقا	AJ$منقا+POS
منقاد	AJ$منقاد+POS
منقادست	AJ$منقاد+POS COP3SG
منقادم	AJ$منقاد+POS PRO1SG#POS COP1SG
منقادی	AJ$منقاد+POS YEH#POS COP2SG
منقادیم	AJ$منقاد+POS COP1PL#POS YEH COP1SG
منقاردار	AJ$منقاردار+POS
منقاری	AJ$منقاری+POS
منقبض	AJ$منقبض+POS
منقح	AJ$منقح+POS
منقسم	AJ$منقسم+POS
منقش	AJ$منقش+POS
منقشست	AJ$منقش+POS COP3SG
منقشم	AJ$منقش+POS PRO1SG#POS COP1SG
منقشی	AJ$منقش+POS YEH#POS COP2SG
منقط	AJ$منقط+POS
منقطش	AJ$منقط+POS PRO3SG
منقطع	AJ$منقطع+POS
منقطعست	AJ$منقطع+POS COP3SG
منقطعش	AJ$منقطع+POS PRO3SG
منقطعند	AJ$منقطع+POS COP3PL
منقطعی	AJ$منقطع+POS YEH#POS COP2SG
منقطع‌اند	AJ$منقطع+POS COP3PL
منقلب	AJ$منقلب+POS
منقلی	AJ$منقلی+POS
منقوش	AJ$منقوش+POS
منقی	AJ$منقی+POS
منهزم	AJ$منهزم+POS
منهزمت	AJ$منهزم+POS PRO2SG
منهی	AJ$منهی+POS
منهیی	AJ$منهی+POS EZ#POS COP2SG
منور	AJ$منور+POS
منورتر	AJ$منور+COMP
منورست	AJ$منور+POS COP3SG
منورش	AJ$منور+POS PRO3SG
منورم	AJ$منور+POS PRO1SG#POS COP1SG
منورند	AJ$منور+POS COP3PL
منوری	AJ$منور+POS YEH#POS COP2SG
منوریم	AJ$منور+POS COP1PL#POS YEH COP1SG
منوم	AJ$منوم+POS
منوی	AJ$منوی+POS
منکدر	AJ$منکدر+POS
منکر	AJ$منکر+POS
منکرت	AJ$منکر+POS PRO2SG
منکرست	AJ$منکر+POS COP3SG
منکرش	AJ$منکر+POS PRO3SG
منکرم	AJ$منکر+POS PRO1SG#POS COP1SG
منکرند	AJ$منکر+POS COP3PL
منکری	AJ$منکر+POS YEH#POS COP2SG
منکریست	AJ$منکر+POS YEH COP3SG
منکریم	AJ$منکر+POS COP1PL#POS YEH COP1SG
منکسر	AJ$منکسر+POS
منکسرتر	AJ$منکسر+COMP
منکشف	AJ$منکشف+POS
منکوب	AJ$منکوب+POS
منکوبست	AJ$منکوب+POS COP3SG
منکوس	AJ$منکوس+POS
منکوسست	AJ$منکوس+POS COP3SG
منگ	AJ$منگ+POS
منگید	AJ$منگ+POS COP2PL
منیر	AJ$منیر+POS
منیرت	AJ$منیر+POS PRO2SG
منیرست	AJ$منیر+POS COP3SG
منیرش	AJ$منیر+POS PRO3SG
منیرم	AJ$منیر+POS PRO1SG#POS COP1SG
منیری	AJ$منیر+POS YEH#POS COP2SG
منیرید	AJ$منیر+POS COP2PL
منیریم	AJ$منیر+POS COP1PL#POS YEH COP1SG
منیع	AJ$منیع+POS
منیعت	AJ$منیع+POS PRO2SG
مه	AJ$مه+POS
مهت	AJ$مه+POS PRO2SG
مهتابی	AJ$مهتابی+POS
مهتابیست	AJ$مهتابی+POS COP3SG
مهتدی	AJ$مهتدی+POS
مهتدیست	AJ$مهتدی+POS COP3SG
مهتر	AJ$مه+COMP*مهتر+POS
مهترا	AJ$مه+POS PRO2SG POSTP
مهترت	AJ$مه+COMP PRO2SG*مهتر+POS PRO2SG
مهترست	AJ$مه+COMP COP3SG*مهتر+POS COP3SG
مهترش	AJ$مه+COMP PRO3SG*مهتر+POS PRO3SG
مهترشان	AJ$مه+COMP PRO3PL*مهتر+POS PRO3PL
مهترم	AJ$مه+COMP COP1SG#COMP PRO1SG*مهتر+POS PRO1SG#POS COP1SG
مهترند	AJ$مه+COMP COP3PL*مهتر+POS COP3PL
مهتری	AJ$مه+COMP COP2SG#COMP YEH*مهتر+POS YEH#POS COP2SG
مهترید	AJ$مه+COMP COP2PL*مهتر+POS COP2PL
مهتریست	AJ$مه+COMP YEH COP3SG*مهتر+POS YEH COP3SG
مهتریم	AJ$مه+COMP COP1PL#COMP YEH COP1SG*مهتر+POS COP1PL#POS YEH COP1SG
مهترین	AJ$مه+SUP
مهذب	AJ$مهذب+POS
مهرا	AJ$مه+POS POSTP
مهربان	AJ$مهربان+POS
مهربانت	AJ$مهربان+POS PRO2SG
مهربانتر	AJ$مهربان+COMP
مهربانست	AJ$مهربان+POS COP3SG
مهربانستی	AJ$مهربان+POS COP2SG
مهربانش	AJ$مهربان+POS PRO3SG
مهربانم	AJ$مهربان+POS PRO1SG#POS COP1SG
مهربانند	AJ$مهربان+POS COP3PL
مهربانی	AJ$مهربان+POS YEH#POS COP2SG
مهربانیست	AJ$مهربان+POS YEH COP3SG
مهربانیم	AJ$مهربان+POS COP1PL#POS YEH COP1SG
مهربانیی	AJ$مهربان+POS YEH COP2SG
مهربان‌تر	AJ$مهربان+COMP
مهره‌دار	AJ$مهره‌دار+POS
مهرو	AJ$مهرو+POS
مهروی	AJ$مهرو+POS EZ#POS COP2SG
مهستی	AJ$مه+POS COP2SG
مهش	AJ$مه+POS PRO3SG
مهشان	AJ$مه+POS PRO3PL
مهم	AJ$مه+POS PRO1SG*مهم+POS
مهمان	AJ$مه+POS PRO1PL
مهمانرا	AJ$مه+POS PRO1PL POSTP
مهمانست	AJ$مه+POS PRO1PL COP3SG
مهمانم	AJ$مه+POS PRO1PL COP1SG
مهمانند	AJ$مه+POS PRO1PL COP3PL
مهمانی	AJ$مه+POS PRO1PL COP2SG#POS PRO1PL YEH
مهمانیست	AJ$مه+POS PRO1PL YEH COP3SG
مهمانیم	AJ$مه+POS PRO1PL YEH COP1SG#POS PRO1PL COP1PL
مهمانیی	AJ$مه+POS PRO1PL YEH COP2SG
مهمانی‌ام	AJ$مه+POS PRO1PL YEH COP1SG
مهمان‌دار	AJ$مهمان‌دار+POS
مهمتر	AJ$مهم+COMP
مهمل	AJ$مهمل+POS
مهملی	AJ$مهمل+POS YEH#POS COP2SG
مهموز	AJ$مهموز+POS
مهموزم	AJ$مهموز+POS PRO1SG#POS COP1SG
مهمی	AJ$مه+POS PRO1SG YEH#POS PRO1SG COP2SG*مهم+POS YEH#POS COP2SG
مهم‌تر	AJ$مهم+COMP
مهنا	AJ$مهنا+POS
مهندسی	AJ$مهندسی+POS
مهوش	AJ$مهوش+POS
مهوشت	AJ$مهوش+POS PRO2SG
مهوشست	AJ$مهوش+POS COP3SG
مهوشش	AJ$مهوش+POS PRO3SG
مهوشم	AJ$مهوش+POS PRO1SG#POS COP1SG
مهوشی	AJ$مهوش+POS YEH#POS COP2SG
مهیا	AJ$مهیا+POS
مهیائی	AJ$مهیا+POS YEH
مهیائیم	AJ$مهیا+POS YEH COP1SG
مهیاست	AJ$مهیا+POS COP3SG
مهیاش	AJ$مهیا+POS PRO3SG
مهیای	AJ$مهیا+POS EZ#POS COP2SG
مهیب	AJ$مهیب+POS
مهیجست	AJ$مهیج+POS COP3SG
مهیمن	AJ$مهیمن+POS
مهیمنی	AJ$مهیمن+POS YEH#POS COP2SG
مهین	AJ$مهین+POS
مهینی	AJ$مهین+POS YEH#POS COP2SG
مه‌است	AJ$مه+POS COP3SG
مه‌ای	AJ$مه+POS COP2SG
مه‌تر	AJ$مه+COMP
مه‌رخی	AJ$مه‌رخ+POS YEH#POS COP2SG
مه‌ست	AJ$مه+POS COP3SG
مه‌مان	AJ$مه+POS PRO1PL
مه‌ی	AJ$مه+POS EZ#POS COP2SG
موات	AJ$موات+POS
مواتی	AJ$موات+POS YEH#POS COP2SG
مواج	AJ$مواج+POS
مواجش	AJ$مواج+POS PRO3SG
مواجید	AJ$مواج+POS COP2PL
موازی	AJ$موازی+POS
مواظب	AJ$مواظب+POS
مواظبت	AJ$مواظب+POS PRO2SG
موافق	AJ$موافق+POS
موافقت	AJ$موافق+POS PRO2SG
موافقتم	AJ$موافق+POS PRO2SG COP1SG
موافقتی	AJ$موافق+POS PRO2SG YEH#POS PRO2SG COP2SG
موافقت‌اند	AJ$موافق+POS PRO2SG COP3PL
موافقست	AJ$موافق+POS COP3SG
موافقش	AJ$موافق+POS PRO3SG
موافقم	AJ$موافق+POS PRO1SG#POS COP1SG
موافقند	AJ$موافق+POS COP3PL
موافقی	AJ$موافق+POS YEH#POS COP2SG
موافق‌ترند	AJ$موافق+COMP COP3PL
مواقع	AJ$مواقع+POS
موتی	AJ$موتی+POS
موجد	AJ$موجد+POS
موجدست	AJ$موجد+POS COP3SG
موجز	AJ$موجز+POS
موجزی	AJ$موجز+POS YEH#POS COP2SG
موجه	AJ$موجه+POS
موجه‌اش	AJ$موجه+POS PRO3SG
موجه‌ای	AJ$موجه+POS COP2SG
موجه‌ی	AJ$موجه+POS EZ#POS COP2SG
موجود	AJ$موجود+POS
موجودست	AJ$موجود+POS COP3SG
موجودم	AJ$موجود+POS PRO1SG#POS COP1SG
موجودند	AJ$موجود+POS COP3PL
موجودی	AJ$موجودی+POS*موجود+POS YEH#POS COP2SG
موجودیی	AJ$موجودی+POS EZ#POS COP2SG*موجود+POS YEH COP2SG
موج‌خیز	AJ$موج‌خیز+POS
موج‌زن	AJ$موج‌زن+POS
موحد	AJ$موحد+POS
موحدست	AJ$موحد+POS COP3SG
موحدی	AJ$موحد+POS YEH#POS COP2SG
موحش	AJ$موحش+POS
موذی	AJ$موذی+POS
مورخ	AJ$مورخ+POS
موروث	AJ$موروث+POS
موروثست	AJ$موروث+POS COP3SG
موروثی	AJ$موروث+POS YEH#POS COP2SG*موروثی+POS
موزون	AJ$موزون+POS
موزونت	AJ$موزون+POS PRO2SG
موزونتری	AJ$موزون+COMP COP2SG#COMP YEH
موزونست	AJ$موزون+POS COP3SG
موزونش	AJ$موزون+POS PRO3SG
موزونم	AJ$موزون+POS PRO1SG#POS COP1SG
موزونند	AJ$موزون+POS COP3PL
موزونی	AJ$موزون+POS YEH#POS COP2SG
موسمی	AJ$موسمی+POS
موسوم	AJ$موسوم+POS
موسوی	AJ$موسوی+POS
موسویت	AJ$موسوی+POS PRO2SG
موسویست	AJ$موسوی+POS COP3SG
موسیقی	AJ$موسیقی+POS
موشح	AJ$موشح+POS
موشکاف	AJ$موشکاف+POS
موشکافی	AJ$موشکاف+POS YEH#POS COP2SG
موشکی	AJ$موشکی+POS
موش‌خوار	AJ$موش‌خوار+POS
موصوف	AJ$موصوف+POS
موصوفست	AJ$موصوف+POS COP3SG
موصوفی	AJ$موصوف+POS YEH#POS COP2SG
موصول	AJ$موصول+POS
موصی	AJ$موصی+POS
موضعی	AJ$موضعی+POS
موضوع	AJ$موضوع+POS
موعود	AJ$موعود+POS
موعودست	AJ$موعود+POS COP3SG
موفق	AJ$موفق+POS
موفقش	AJ$موفق+POS PRO3SG
موفقی	AJ$موفق+POS YEH#POS COP2SG
موفور	AJ$موفور+POS
موفورست	AJ$موفور+POS COP3SG
موقت	AJ$موقت+POS
موقن	AJ$موقن+POS
موقنست	AJ$موقن+POS COP3SG
موقنیم	AJ$موقن+POS COP1PL#POS YEH COP1SG
موقوف	AJ$موقوف+POS
موقوفست	AJ$موقوف+POS COP3SG
موقوفم	AJ$موقوف+POS PRO1SG#POS COP1SG
موقوفی	AJ$موقوف+POS YEH#POS COP2SG
مولد	AJ$مولد+POS
مولدش	AJ$مولد+POS PRO3SG
مولده	AJ$مولده+POS
مولع	AJ$مولع+POS
مولعست	AJ$مولع+POS COP3SG
مولعی	AJ$مولع+POS YEH#POS COP2SG
مولعیم	AJ$مولع+POS COP1PL#POS YEH COP1SG
مولع‌اند	AJ$مولع+POS COP3PL
مولود	AJ$مولود+POS
مولودست	AJ$مولود+POS COP3SG
مولودش	AJ$مولود+POS PRO3SG
مولودی	AJ$مولود+POS YEH#POS COP2SG
مومی	AJ$مومی+POS
مومیایی	AJ$مومیایی+POS
مومیست	AJ$مومی+POS COP3SG
مونس	AJ$مونس+POS
مونسم	AJ$مونس+POS PRO1SG#POS COP1SG
مونسی	AJ$مونس+POS YEH#POS COP2SG
مونسیست	AJ$مونس+POS YEH COP3SG
موکل	AJ$موکل+POS
موکلم	AJ$موکل+POS PRO1SG#POS COP1SG
موکلند	AJ$موکل+POS COP3PL
موکلی	AJ$موکل+POS YEH#POS COP2SG
موکلیست	AJ$موکل+POS YEH COP3SG
مویان	AJ$مویان+POS
مویانت	AJ$مویان+POS PRO2SG
موید	AJ$موید+POS
مویدست	AJ$موید+POS COP3SG
مویدی	AJ$موید+POS YEH#POS COP2SG
مویی	AJ$مویی+POS
موییت	AJ$مویی+POS PRO2SG
موییست	AJ$مویی+POS COP3SG
موییش	AJ$مویی+POS PRO3SG
موییم	AJ$مویی+POS PRO1SG#POS COP1SG
مکاتبت	AJ$مکاتب+POS PRO2SG
مکار	AJ$مکار+POS
مکارت	AJ$مکار+POS PRO2SG
مکارتر	AJ$مکار+COMP
مکارست	AJ$مکار+POS COP3SG
مکارشان	AJ$مکار+POS PRO3PL
مکارم	AJ$مکار+POS PRO1SG#POS COP1SG
مکاره	AJ$مکاره+POS
مکاره‌ای	AJ$مکاره+POS COP2SG
مکاری	AJ$مکار+POS YEH#POS COP2SG*مکاری+POS
مکارید	AJ$مکار+POS COP2PL
مکاریست	AJ$مکار+POS YEH COP3SG*مکاری+POS COP3SG
مکاریم	AJ$مکار+POS COP1PL#POS YEH COP1SG*مکاری+POS PRO1SG#POS COP1SG
مکاریی	AJ$مکار+POS YEH COP2SG*مکاری+POS EZ#POS COP2SG
مکافی	AJ$مکافی+POS
مکتبی	AJ$مکتبی+POS
مکتسب	AJ$مکتسب+POS
مکتسبست	AJ$مکتسب+POS COP3SG
مکتسبی	AJ$مکتسب+POS YEH#POS COP2SG
مکتوب	AJ$مکتوب+POS
مکتوبست	AJ$مکتوب+POS COP3SG
مکتوبی	AJ$مکتوب+POS YEH#POS COP2SG
مکتوم	AJ$مکتوم+POS
مکثار	AJ$مکثار+POS
مکثر	AJ$مکثر+POS
مکثری	AJ$مکثر+POS YEH#POS COP2SG
مکحل	AJ$مکحل+POS
مکحول	AJ$مکحول+POS
مکرر	AJ$مکرر+POS
مکررت	AJ$مکرر+POS PRO2SG
مکررتر	AJ$مکرر+COMP
مکررش	AJ$مکرر+POS PRO3SG
مکررم	AJ$مکرر+POS PRO1SG#POS COP1SG
مکرم	AJ$مکرم+POS
مکرمت	AJ$مکرم+POS PRO2SG
مکرمتست	AJ$مکرم+POS PRO2SG COP3SG
مکرمتی	AJ$مکرم+POS PRO2SG YEH#POS PRO2SG COP2SG
مکرمش	AJ$مکرم+POS PRO3SG
مکرمه	AJ$مکرمه+POS
مکرمی	AJ$مکرم+POS YEH#POS COP2SG
مکرمیم	AJ$مکرم+POS COP1PL#POS YEH COP1SG
مکرم‌تر	AJ$مکرم+COMP
مکرم‌تریم	AJ$مکرم+COMP COP1PL#COMP YEH COP1SG
مکروه	AJ$مکروه+POS
مکروه‌تر	AJ$مکروه+COMP
مکسر	AJ$مکسر+POS
مکسور	AJ$مکسور+POS
مکشوف	AJ$مکشوف+POS
مکشوفست	AJ$مکشوف+POS COP3SG
مکفوف	AJ$مکفوف+POS
مکلف	AJ$مکلف+POS
مکلل	AJ$مکلل+POS
مکمل	AJ$مکمل+POS
مکنون	AJ$مکنون+POS
مکنونت	AJ$مکنون+POS PRO2SG
مکنونست	AJ$مکنون+POS COP3SG
مکنونم	AJ$مکنون+POS PRO1SG#POS COP1SG
مکنونی	AJ$مکنون+POS YEH#POS COP2SG
مکنی	AJ$مکنی+POS
مکه	AJ$+POS PRO1SG CONJ#POS COP1SG CONJ
مکون	AJ$مکون+POS
مکی	AJ$مکی+POS
مکیده	AJ$مکیده+POS
مکیده‌اند	AJ$مکیده+POS COP3PL
مکیم	AJ$مکی+POS PRO1SG#POS COP1SG
مگسی	AJ$مگسی+POS
مگسیست	AJ$مگسی+POS COP3SG
مگو	AJ$مگو+POS
مگوش	AJ$مگو+POS PRO3SG
مگوی	AJ$مگو+POS EZ#POS COP2SG
مگویش	AJ$مگو+POS PRO3SG
می	AJ$+POS PRO1SG YEH#POS PRO1SG COP2SG
میانه	AJ$میانه+POS
میانه‌ای	AJ$میانه‌ای+POS*میانه+POS COP2SG
میانه‌ست	AJ$میانه+POS COP3SG
میانه‌ی	AJ$میانه+POS EZ#POS COP2SG
میان‌بسته	AJ$میان‌بسته+POS
میخی	AJ$میخی+POS
میخیست	AJ$میخی+POS COP3SG
میخیش	AJ$میخی+POS PRO3SG
مید	AJ$+POS PRO1SG COP2PL
میرا	AJ$+POS PRO1SG YEH POSTP*میرا+POS
میراثی	AJ$میراثی+POS
میراند	AJ$میرا+POS COP3PL
میرایی	AJ$میرا+POS YEH
میری	AJ$میری+POS
میریست	AJ$میری+POS COP3SG
میریش	AJ$میری+POS PRO3SG
میریم	AJ$میری+POS PRO1SG#POS COP1SG
میزان	AJ$میزان+POS
میزانت	AJ$میزان+POS PRO2SG
میزانست	AJ$میزان+POS COP3SG
میزانش	AJ$میزان+POS PRO3SG
میزانم	AJ$میزان+POS PRO1SG#POS COP1SG
میزانی	AJ$میزان+POS YEH#POS COP2SG
میزانیست	AJ$میزان+POS YEH COP3SG
میزانیم	AJ$میزان+POS COP1PL#POS YEH COP1SG
میست	AJ$+POS PRO1SG YEH COP3SG
میستی	AJ$+POS PRO1SG YEH COP2SG
میسر	AJ$میسر+POS
میسرت	AJ$میسر+POS PRO2SG
میسرست	AJ$میسر+POS COP3SG
میسرش	AJ$میسر+POS PRO3SG
میسرم	AJ$میسر+POS PRO1SG#POS COP1SG
میسور	AJ$میسور+POS
میشی	AJ$میشی+POS
میلادی	AJ$میلادی+POS
میم	AJ$+POS PRO1SG YEH COP1SG#POS PRO1SG COP1PL
میمون	AJ$میمون+POS
میمونت	AJ$میمون+POS PRO2SG
میمونست	AJ$میمون+POS COP3SG
میمونش	AJ$میمون+POS PRO3SG
میمونم	AJ$میمون+POS PRO1SG#POS COP1SG
میمونی	AJ$میمون+POS YEH#POS COP2SG
میمون‌تر	AJ$میمون+COMP
مینافام	AJ$مینافام+POS
میند	AJ$+POS PRO1SG YEH COP3PL
میهنی	AJ$میهنی+POS
میوه‌دار	AJ$میوه‌دار+POS
میوه‌داری	AJ$میوه‌دار+POS YEH#POS COP2SG
میگون	AJ$میگون+POS
میگونت	AJ$میگون+POS PRO2SG
میگونست	AJ$میگون+POS COP3SG
میگونش	AJ$میگون+POS PRO3SG
میگونم	AJ$میگون+POS PRO1SG#POS COP1SG
میگونی	AJ$میگون+POS YEH#POS COP2SG
میی	AJ$+POS PRO1SG YEH COP2SG
میید	AJ$+POS PRO1SG YEH COP2PL
مییم	AJ$+POS PRO1SG YEH COP1PL
می‌ام	AJ$+POS PRO1SG YEH COP1SG
می‌اند	AJ$+POS PRO1SG YEH COP3PL
می‌ای	AJ$+POS PRO1SG YEH COP2SG
می‌اید	AJ$+POS PRO1SG YEH COP2PL
می‌گسار	AJ$می‌گسار+POS
می‌گساریست	AJ$می‌گسار+POS YEH COP3SG
می‌گساریم	AJ$می‌گسار+POS COP1PL#POS YEH COP1SG
ناآزموده	AJ$ناآزموده+POS
ناآشنا	AJ$ناآشنا+POS
ناآشنائی	AJ$ناآشنا+POS YEH
ناآشنایی	AJ$ناآشنا+POS YEH
ناآمده	AJ$ناآمده+POS
ناآگاه	AJ$ناآگاه+POS
نائل	AJ$نائل+POS
نااستوار	AJ$نااستوار+POS
ناامنی‌ست	AJ$ناامن+POS YEH COP3SG
ناامید	AJ$ناامید+POS
ناامیدم	AJ$ناامید+POS PRO1SG#POS COP1SG
ناامیدند	AJ$ناامید+POS COP3PL
ناامیدی	AJ$ناامید+POS YEH#POS COP2SG
ناامیدیست	AJ$ناامید+POS YEH COP3SG
ناامیدیم	AJ$ناامید+POS COP1PL#POS YEH COP1SG
ناامین	AJ$ناامین+POS
ناانصافیست	AJ$ناانصاف+POS YEH COP3SG
ناایمن	AJ$ناایمن+POS
ناایمنی	AJ$ناایمن+POS YEH#POS COP2SG
ناب	AJ$ناب+POS
ناباب	AJ$ناباب+POS
نابالغی	AJ$نابالغ+POS YEH#POS COP2SG
ناباور	AJ$ناباور+POS
ناباورش	AJ$ناباور+POS PRO3SG
نابایست	AJ$نابایست+POS
نابت	AJ$ناب+POS PRO2SG*نابت+POS
نابختیار	AJ$نابختیار+POS
نابخرد	AJ$نابخرد+POS
نابخردست	AJ$نابخرد+POS COP3SG
نابخردی	AJ$نابخرد+POS YEH#POS COP2SG
نابخردیست	AJ$نابخرد+POS YEH COP3SG
نابرا	AJ$ناب+POS POSTP
نابرومند	AJ$نابرومند+POS
نابسامان	AJ$نابسامان+POS
نابسامانی	AJ$نابسامان+POS YEH#POS COP2SG
نابسامانیست	AJ$نابسامان+POS YEH COP3SG
نابست	AJ$ناب+POS COP3SG
نابستی	AJ$ناب+POS COP2SG
نابسود	AJ$نابسود+POS
نابسوده	AJ$نابسوده+POS
نابش	AJ$ناب+POS PRO3SG
نابشان	AJ$ناب+POS PRO3PL
نابم	AJ$ناب+POS PRO1SG#POS COP1SG
نابند	AJ$ناب+POS COP3PL
نابهرمند	AJ$نابهر+POS PRO1SG COP3PL
نابهره	AJ$نابهره+POS
نابهنگام	AJ$نابهنگام+POS
نابود	AJ$نابود+POS
نابودت	AJ$نابود+POS PRO2SG
نابودتر	AJ$نابود+COMP
نابودم	AJ$نابود+POS PRO1SG#POS COP1SG
نابودنی	AJ$نابودنی+POS
نابودنیست	AJ$نابودنی+POS COP3SG
نابی	AJ$ناب+POS YEH#POS COP2SG
نابیست	AJ$ناب+POS YEH COP3SG
نابیم	AJ$ناب+POS COP1PL#POS YEH COP1SG
نابینا	AJ$نابینا+POS
نابیناست	AJ$نابینا+POS COP3SG
نابیناستی	AJ$نابینا+POS COP2SG
نابیناش	AJ$نابینا+POS PRO3SG
نابینای	AJ$نابینا+POS EZ#POS COP2SG
نابینایی	AJ$نابینا+POS YEH
ناترس	AJ$ناترس+POS
ناتمام	AJ$ناتمام+POS
ناتمامست	AJ$ناتمام+POS COP3SG
ناتمامش	AJ$ناتمام+POS PRO3SG
ناتمامم	AJ$ناتمام+POS PRO1SG#POS COP1SG
ناتمامی	AJ$ناتمام+POS YEH#POS COP2SG
