آ	N$آ+SG#
واقفم	AJ$واقف+POS COP1SG#POS PRO1SG#
واقفند	AJ$واقف+POS COP3PL#
واقفی	AJ$واقف+POS COP2SG#POS YEH#
واقفیم	AJ$واقف+POS COP1PL#POS YEH COP1SG#
واقف‌اند	AJ$واقف+POS COP3PL#
واقف‌تر	AJ$واقف+COMP#
واقف‌ترند	AJ$واقف+COMP COP3PL#
واقی	N$اق+CONJ SG COP2SG#CONJ SG YEH#واق+SG YEH#SG COP2SG#
وال	N$ال+CONJ SG#وال+SG#
والا	AJ$والا+POS#N$والا+SG#
والائی	AJ$والا+POS YEH#N$والا+SG YEH#
والاتر	AJ$والا+COMP#
والاتری	AJ$والا+COMP COP2SG#COMP YEH#
والاست	AJ$والا+POS COP3SG#N$والا+SG COP3SG#
والامان	N$الام+CONJ PL#
والامقام	AJ$والامقام+POS#
والان	N$ال+CONJ PL#وال+PL#والان+SG#
والاگهر	AJ$والاگهر+POS#
والای	AJ$والا+POS EZ#POS COP2SG#N$والا+SG EZ#SG COP2SG#
والایی	AJ$والا+POS YEH#N$والا+SG YEH#
والتی	N$ال+CONJ SG PRO2SG COP2SG#CONJ SG PRO2SG YEH#وال+SG PRO2SG COP2SG#SG PRO2SG YEH#
والحاح	N$الحاح+CONJ SG#
والد	AJ$الد+CONJ POS#N$والد+SG#
والدتست	AJ$الد+CONJ POS PRO2SG COP3SG#N$والد+SG PRO2SG COP3SG#
والده	N$والده+SG#
والده‌ست	N$والده+SG COP3SG#
والدی	AJ$الد+CONJ POS YEH#CONJ POS COP2SG#N$والد+SG YEH#SG COP2SG#
والدین	N$والدین+SG#
والدینت	N$والدین+SG PRO2SG#
والش	N$ال+CONJ SG PRO3SG#وال+SG PRO3SG#
والفنج	N$الفنج+CONJ SG#
والله	N$الله+CONJ SG#
والماس	N$الماس+CONJ SG#
واله	N$واله+SG#اله+CONJ SG#
والهی	AJ$الهی+CONJ POS#
واله‌ام	N$واله+SG PRO1SG#SG COP1SG#اله+CONJ SG COP1SG#CONJ SG PRO1SG#
واله‌ای	N$واله+SG COP2SG#اله+CONJ SG COP2SG#
واله‌ی	N$واله+SG EZ#SG COP2SG#اله+CONJ SG COP2SG#CONJ SG EZ#
والک	N$الک+CONJ SG#
والکم	N$الک+CONJ SG COP1SG#CONJ SG PRO1SG#
والی	N$والی+SG#ال+CONJ SG COP2SG#CONJ SG YEH#وال+SG YEH#SG COP2SG#
والیاس	N$الیاس+CONJ SG#
والید	N$ال+CONJ SG COP2PL#وال+SG COP2PL#
والیوم	N$الیوم+CONJ SG#
والیی	N$والی+SG EZ#SG COP2SG#ال+CONJ SG YEH COP2SG#وال+SG YEH COP2SG#
وام	AJ$وا+POS COP1SG#N$ام+CONJ SG#وام+SG#
واماند	N$امه+CONJ PL COP3PL#امة+CONJ PL COP3PL#اما+CONJ SG COP3PL#
واماندگی	N$واماندگی+SG#
وامانم	N$ام+CONJ PL COP1SG#CONJ PL PRO1SG#وام+PL COP1SG#PL PRO1SG#امان+CONJ SG COP1SG#CONJ SG PRO1SG#
وامانی	AJ$امانی+CONJ POS#N$ام+CONJ PL YEH#CONJ PL COP2SG#وام+PL YEH#PL COP2SG#امان+CONJ SG COP2SG#CONJ SG YEH#
وامت	N$ام+CONJ SG PRO2SG#امت+CONJ SG#وام+SG PRO2SG#
وامد	N$امد+CONJ SG#
وامست	N$ام+CONJ SG COP3SG#وام+SG COP3SG#
وامش	N$ام+CONJ SG PRO3SG#وام+SG PRO3SG#
وامشبم	N$امشب+CONJ SG COP1SG#CONJ SG PRO1SG#
وامق	AJ$وامق+POS#N$وامق+SG#
وامقت	AJ$وامق+POS PRO2SG#N$وامق+SG PRO2SG#
وامقی	AJ$وامق+POS COP2SG#POS YEH#N$وامق+SG YEH#SG COP2SG#
وامم	N$امم+CONJ SG#امت+CONJ PL#وام+SG PRO1SG#SG COP1SG#ام+CONJ SG COP1SG#CONJ SG PRO1SG#
وامن	AJ$امن+CONJ POS#N$امن+CONJ SG#
وامها	N$ام+CONJ PL#وام+PL#
وامهاییست	N$ام+CONJ PL YEH COP3SG#وام+PL YEH COP3SG#
وامی	N$ام+CONJ SG COP2SG#CONJ SG YEH#وام+SG YEH#SG COP2SG#
وامید	N$وام+SG COP2PL#ام+CONJ SG COP2PL#امید+CONJ SG#
وامیست	N$ام+CONJ SG YEH COP3SG#وام+SG YEH COP3SG#
وام‌دار	AJ$وام‌دار+POS#N$وام‌دار+SG#
وام‌داران	N$وام‌دار+PL#
وام‌دارست	AJ$وام‌دار+POS COP3SG#N$وام‌دار+SG COP3SG#
وام‌داری	AJ$وام‌دار+POS COP2SG#POS YEH#N$وام‌داری+SG#وام‌دار+SG YEH#SG COP2SG#
وام‌ها	N$ام+CONJ PL#وام+PL#
وام‌های	N$ام+CONJ PL EZ#CONJ PL COP2SG#وام+PL COP2SG#PL EZ#
وان	N$+CONJ PL#وان+SG#ان+CONJ SG#
وانان	N$وان+PL#ان+CONJ PL#
وانانکه	N$وان+PL CONJ#ان+CONJ PL CONJ#
واناید	N$انا+CONJ SG COP2PL#
وانباز	N$انباز+CONJ SG#
وانت	N$+CONJ PL PRO2SG#وانت+SG#وان+SG PRO2SG#ان+CONJ SG PRO2SG#
وانتم	N$+CONJ PL PRO2SG COP1SG#وانت+SG PRO1SG#SG COP1SG#وان+SG PRO2SG COP1SG#ان+CONJ SG PRO2SG COP1SG#
وانجاست	N$نجس+CONJ PL PRO2SG#انجاس+CONJ SG PRO2SG#
وانجام	N$انجام+CONJ SG#
وانجمن	N$انجمن+CONJ SG#
وانجم‌شان	N$نجم+CONJ PL PRO3PL#انجم+CONJ SG PRO3PL#
واند	AJ$وا+POS COP3PL#
واندر	AJ$+CONJ PREP POS#N$+CONJ PREP SG#ناشنوائیان+CONJ PREP PL#
واندران	N$+CONJ PREP PL#ان+CONJ PREP SG#
واندرور	N$ور+CONJ PREP SG#
واندرون	N$اندرون+CONJ SG#ون+CONJ PREP SG#
واندرکشید	AJ$کش+CONJ PREP POS COP2PL#N$ک+CONJ PREP SG PRO3SG COP2PL#کش+CONJ PREP SG COP2PL#
واندرین	N$ین+CONJ PREP SG#
وانده	N$انده+CONJ SG#
واندوه	N$اندوه+CONJ SG#
واندک	AJ$اندک+CONJ POS#
واندکی	AJ$اندک+CONJ POS YEH#CONJ POS COP2SG#
واندیشه	N$اندیشه+CONJ SG#
واندیشه‌ی	N$اندیشه+CONJ SG COP2SG#CONJ SG EZ#
وانرا	N$+CONJ PL POSTP#وان+SG POSTP#ان+CONJ SG POSTP#
وانش	N$+CONJ PL PRO3SG#وان+SG PRO3SG#ان+CONJ SG PRO3SG#
وانشان	N$+CONJ PL PRO3PL#وان+SG PRO3PL#ان+CONJ SG PRO3PL#
وانعام	N$نعم+CONJ PL#انعام+CONJ SG#
وانم	N$+CONJ PL COP1SG#CONJ PL PRO1SG#وان+SG PRO1SG#SG COP1SG#ان+CONJ SG COP1SG#CONJ SG PRO1SG#
وانمانی	N$+CONJ PL PRO1PL COP2SG#CONJ PL PRO1PL YEH#وان+SG PRO1PL COP2SG#SG PRO1PL YEH#ان+CONJ SG PRO1PL COP2SG#CONJ SG PRO1PL YEH#
وانمودش	N$وانمود+SG PRO3SG#
وانمودی	N$وانمود+SG YEH#SG COP2SG#
وانها	N$وان+PL#ان+CONJ PL#
وانچ	N$انچ+CONJ SG#
وانچت	N$انچ+CONJ SG PRO2SG#
وانچش	N$انچ+CONJ SG PRO3SG#
وانک	N$انک+CONJ SG#
وانکس	N$انکس+CONJ SG#
وانکسان	N$انکس+CONJ PL#
وانکسی	N$انکس+CONJ SG COP2SG#CONJ SG YEH#
وانکش	N$انک+CONJ SG PRO3SG#
وانکه	N$+CONJ PL CONJ#وان+SG CONJ#ان+CONJ SG CONJ#
وانگبینم	N$انگبین+CONJ SG COP1SG#CONJ SG PRO1SG#
وانگشت	N$انگشت+CONJ SG#
وانگشتی	N$انگشت+CONJ SG COP2SG#CONJ SG YEH#انگشتی+CONJ SG#
وانگشت‌نمای	AJ$انگشت‌نما+CONJ POS EZ#CONJ POS COP2SG#
وانی	AJ$انی+CONJ POS#N$+CONJ PL YEH#CONJ PL COP2SG#وان+SG YEH#SG COP2SG#ان+CONJ SG COP2SG#CONJ SG YEH#
وان‌ها	N$وان+PL#ان+CONJ PL#
واهر	N$اهر+CONJ SG#
واهل	AJ$اهل+CONJ POS#N$اهل+CONJ SG#
واهله	N$اهله+CONJ SG#هلال+CONJ PL#
واهم	AJ$اهم+CONJ POS#N$اهم+CONJ SG#
واهمه	N$واهمه+SG#
واهی	AJ$واهی+POS#اهی+CONJ POS#
واو	N$واو+SG#
واورده	N$ورید+CONJ PL#اورده+CONJ SG#
واورده‌ام	N$ورید+CONJ PL COP1SG#CONJ PL PRO1SG#اورده+CONJ SG COP1SG#CONJ SG PRO1SG#
واوصاف	N$اوصاف+CONJ SG#وصف+CONJ PL#
واوی	N$واو+SG EZ#SG COP2SG#
واپس	AJ$واپس+POS#
واپستر	AJ$واپس+COMP#
واپسست	AJ$واپس+POS COP3SG#
واپسی	AJ$واپسی+POS#واپس+POS COP2SG#POS YEH#
واپسین	AJ$واپسین+POS#
واپسینم	AJ$واپسین+POS COP1SG#POS PRO1SG#
واپس‌تر	AJ$واپس+COMP#
واژ	N$واژ+SG#
واژون	AJ$واژون+POS#
واژگون	AJ$واژگون+POS#
واژگونت	AJ$واژگون+POS PRO2SG#
واژگونه	AJ$واژگونه+POS#
واژگونی	AJ$واژگون+POS COP2SG#POS YEH#
واکرم	AJ$اکرم+CONJ POS#N$اکره+CONJ PL COP1SG#CONJ PL PRO1SG#اکر+CONJ SG COP1SG#CONJ SG PRO1SG#اُکرَة+CONJ PL COP1SG#CONJ PL PRO1SG#اکرم+CONJ SG#
واکره	AJ$اکره+CONJ POS#N$اکره+CONJ SG#اکار+CONJ PL#
واکریم	N$اکره+CONJ PL COP1PL#CONJ PL YEH COP1SG#اکر+CONJ SG COP1PL#CONJ SG YEH COP1SG#اُکرَة+CONJ PL COP1PL#CONJ PL YEH COP1SG#
واکشید	N$واک+SG PRO3SG COP2PL#
واکلیل	N$اکلیل+CONJ SG#
واکند	N$واک+SG COP3PL#
واگذار	N$واگذار+SG#
واگذارم	N$واگذار+SG PRO1SG#SG COP1SG#
واگذاری	N$واگذاری+SG#واگذار+SG YEH#SG COP2SG#
واگذاشت	N$واگذاشت+SG#
واگذاشتی	N$واگذاشت+SG YEH#SG COP2SG#
واگرد	N$واگرد+SG#
واگردند	N$واگرد+SG COP3PL#
واگردی	N$واگرد+SG YEH#SG COP2SG#
واگردید	N$واگرد+SG COP2PL#
واگشت	N$واگشت+SG#
واگشتم	N$واگشت+SG PRO1SG#SG COP1SG#
واگشتی	N$واگشت+SG YEH#SG COP2SG#
واگو	N$اگو+CONJ SG#واگو+SG#
واگوی	N$اگو+CONJ SG COP2SG#CONJ SG EZ#واگو+SG EZ#SG COP2SG#واگوی+SG#
واگوید	N$اگو+CONJ SG COP2PL#واگو+SG COP2PL#
واگویم	N$اگو+CONJ SG COP1PL#CONJ SG PRO1SG#واگو+SG COP1PL#SG PRO1SG#واگوی+SG COP1SG#
واگویی	N$اگو+CONJ SG YEH#واگو+SG YEH#واگوی+SG EZ#SG COP2SG#
واگیر	AJ$واگیر+POS#
واگیرند	AJ$واگیر+POS COP3PL#
واگیری	AJ$واگیر+POS COP2SG#POS YEH#
وای	AJ$وا+POS EZ#POS COP2SG#N$وای+SG#
وایات	N$ایه+CONJ PL#
وایام	N$یوم+CONJ PL#ایام+CONJ SG#
وایدی	N$ید+CONJ PL#ایدی+CONJ SG#
وایرانیان	N$ایرانی+CONJ PL#
وایزد	N$ایزد+CONJ SG#
وایشان	AJ$وا+POS PRO3PL#
وایل	AJ$ایل+CONJ POS#N$ایل+CONJ SG#
وایم	AJ$وا+POS COP1PL#POS PRO1SG#N$وای+SG COP1SG#ایم+CONJ SG#
وایمان	AJ$وا+POS PRO1PL#N$ایمان+CONJ SG#یمین+CONJ PL#
وایمنم	AJ$ایمن+CONJ POS COP1SG#CONJ POS PRO1SG#N$ایمن+CONJ SG COP1SG#CONJ SG PRO1SG#
واین	N$این+CONJ SG#
وایند	N$وای+SG COP3PL#
واینکه	N$این+CONJ SG CONJ#
وایه‌ی	N$ایه+CONJ SG COP2SG#CONJ SG EZ#
وایوان	N$ایوان+CONJ SG#
وایی	AJ$وا+POS YEH#N$وای+SG EZ#SG COP2SG#
وبا	N$با+CONJ SG#
وبائی	N$با+CONJ SG YEH#
وباب	AJ$باب+CONJ POS#N$اب+CONJ PREP SG#باب+CONJ SG#
وباد	N$باد+CONJ SG#
وبار	N$بار+CONJ SG#
وباران	N$بار+CONJ PL#
وبارش	N$بارش+CONJ SG#بار+CONJ SG PRO3SG#ارش+CONJ PREP SG#
وباره	N$اره+CONJ PREP SG#باره+CONJ SG#
وباز	AJ$باز+CONJ POS#N$از+CONJ PREP SG#باز+CONJ SG#
وبازار	N$ازار+CONJ PREP SG#بازار+CONJ SG#
وبازارگانان	N$بازارگان+CONJ PL#
وباست	AJ$است+CONJ PREP POS#N$است+CONJ PREP SG#اس+CONJ PREP SG PRO2SG#باس+CONJ SG PRO2SG#با+CONJ SG COP3SG#
وباستار	N$ستر+CONJ PREP PL#استار+CONJ PREP SG#
وباشد	AJ$اشد+CONJ PREP POS#N$اشد+CONJ PREP SG#
وباشدش	AJ$اشد+CONJ PREP POS PRO3SG#N$اشد+CONJ PREP SG PRO3SG#
وباقی	N$اق+CONJ PREP SG COP2SG#CONJ PREP SG YEH#باق+CONJ SG COP2SG#CONJ SG YEH#باقیات+CONJ PL#باقی+CONJ SG#
وبال	N$وبال+SG#ال+CONJ PREP SG#بال+CONJ SG#
وبالا	AJ$بالا+CONJ POS#N$بالا+CONJ SG#
وبالت	N$بالت+CONJ SG#وبال+SG PRO2SG#ال+CONJ PREP SG PRO2SG#بال+CONJ SG PRO2SG#
وبالست	N$وبال+SG COP3SG#ال+CONJ PREP SG COP3SG#بال+CONJ SG COP3SG#
وبالش	N$وبال+SG PRO3SG#ال+CONJ PREP SG PRO3SG#بالش+CONJ SG#بال+CONJ SG PRO3SG#
وبالشست	N$وبال+SG PRO3SG COP3SG#ال+CONJ PREP SG PRO3SG COP3SG#بالش+CONJ SG COP3SG#بال+CONJ SG PRO3SG COP3SG#
وبالم	N$بال+CONJ SG COP1SG#CONJ SG PRO1SG#ال+CONJ PREP SG PRO1SG#CONJ PREP SG COP1SG#الم+CONJ PREP SG#وبال+SG PRO1SG#SG COP1SG#
وبالند	N$وبال+SG COP3PL#ال+CONJ PREP SG COP3PL#بال+CONJ SG COP3PL#
وبالی	N$وبال+SG YEH#SG COP2SG#ال+CONJ PREP SG COP2SG#CONJ PREP SG YEH#بال+CONJ SG COP2SG#CONJ SG YEH#
وبالیم	AJ$الیم+CONJ PREP POS#N$وبال+SG COP1PL#SG YEH COP1SG#ال+CONJ PREP SG YEH COP1SG#CONJ PREP SG COP1PL#بال+CONJ SG COP1PL#CONJ SG YEH COP1SG#
وبام	N$بام+CONJ SG#ام+CONJ PREP SG#با+CONJ SG COP1SG#
وبان	N$+CONJ PREP PL#ان+CONJ PREP SG#وب+PL#
وبانه	N$بانه+CONJ SG#
وبانگ	N$بانگ+CONJ SG#انگ+CONJ PREP SG#
وباکس	N$باکس+CONJ SG#
وبای	N$بای+CONJ SG#با+CONJ SG COP2SG#CONJ SG EZ#
وبایست	AJ$بایس+CONJ POS PRO2SG#N$ایست+CONJ PREP SG#بای+CONJ SG COP3SG#
وبایی	AJ$وبایی+POS#N$وبایی+SG#بای+CONJ SG COP2SG#CONJ SG EZ#با+CONJ SG YEH#
وببد	AJ$بد+CONJ PREP POS#N$بد+CONJ PREP SG#
وببست	N$بست+CONJ PREP SG#
وبتاج	N$تاج+CONJ PREP SG#
وبتخت	AJ$تخت+CONJ PREP POS#N$تخت+CONJ PREP SG#
وبخشش	N$بخش+CONJ SG PRO3SG#خش+CONJ PREP SG PRO3SG#بخشش+CONJ SG#
وبخورد	N$خورد+CONJ PREP SG#
وبد	AJ$بد+CONJ POS#N$بد+CONJ SG#
وبدانش	N$بد+CONJ PL PRO3SG#دان+CONJ PREP SG PRO3SG#دانش+CONJ PREP SG#
وبدخوی	AJ$بدخوی+CONJ POS#N$دخو+CONJ PREP SG EZ#CONJ PREP SG COP2SG#
وبدین	N$دین+CONJ PREP SG#
وبر	AJ$+CONJ PREP POS#بر+CONJ POS#N$+CONJ PREP SG#ر+CONJ PREP SG#وبر+SG#بر+CONJ SG#ناشنوائیان+CONJ PREP PL#
وبرآرند	N$برآر+CONJ SG COP3PL#
وبرتر	AJ$برتر+CONJ POS#+CONJ PREP COMP#بر+CONJ COMP#تر+CONJ PREP POS#N$تر+CONJ PREP SG#
وبردل	AJ$بردل+CONJ POS#N$دل+CONJ PREP SG#بردل+CONJ SG#
وبردمید	AJ$رد+CONJ PREP POS PRO1SG COP2PL#N$رد+CONJ PREP SG PRO1SG COP2PL#برد+CONJ SG PRO1SG COP2PL#دم+CONJ PREP SG COP2PL#
وبرده	N$ده+CONJ PREP SG#رده+CONJ PREP SG#برده+CONJ SG#
وبرو	AJ$برو+CONJ POS#N$برو+CONJ SG#رو+CONJ PREP SG#
وبروی	AJ$برو+CONJ POS EZ#CONJ POS COP2SG#N$برو+CONJ SG COP2SG#CONJ SG EZ#رو+CONJ PREP SG EZ#CONJ PREP SG COP2SG#روی+CONJ PREP SG#بروی+CONJ SG#وی+CONJ PREP SG#
وبرگ	N$رگ+CONJ PREP SG#برگ+CONJ SG#
وبرگشت	AJ$گش+CONJ PREP POS PRO2SG#N$گشت+CONJ PREP SG#برگشت+CONJ SG#گش+CONJ PREP SG PRO2SG#
وبزرگان‌اند	N$زره+CONJ PREP PL COP3PL#بزرگان+CONJ SG COP3PL#
وبزرگی	AJ$بزرگ+CONJ POS YEH#CONJ POS COP2SG#
وبزم	N$بز+CONJ SG COP1SG#CONJ SG PRO1SG#بزم+CONJ SG#زم+CONJ PREP SG#
وبزن	AJ$بزن+CONJ POS#N$بزن+CONJ SG#زن+CONJ PREP SG#
وبزیر	AJ$زیر+CONJ PREP POS#N$زیر+CONJ PREP SG#
وبسته	AJ$سته+CONJ PREP POS#N$بسته+CONJ SG#سته+CONJ PREP SG#
وبسیار	AJ$سیار+CONJ PREP POS#بسیار+CONJ POS#N$سیار+CONJ PREP SG#
وبشادی	AJ$شاد+CONJ PREP POS YEH#CONJ PREP POS COP2SG#N$شاد+CONJ PREP SG COP2SG#CONJ PREP SG YEH#شادی+CONJ PREP SG#
وبل	N$بل+CONJ SG#لئیم+CONJ PREP PL#ل+CONJ PREP SG#
وبم	AJ$+CONJ PREP POS PRO1SG#CONJ PREP POS COP1SG#بم+CONJ POS#N$+CONJ PREP SG PRO1SG#CONJ PREP SG COP1SG#ناشنوائیان+CONJ PREP PL PRO1SG#CONJ PREP PL COP1SG#بم+CONJ SG#وب+SG PRO1SG#SG COP1SG#
وبن	N$بن+CONJ SG#
وبنام	N$نا+CONJ PREP SG COP1SG#بنا+CONJ SG COP1SG#بنام+CONJ SG#نام+CONJ PREP SG#
وبنان	N$نان+CONJ PREP SG#بنان+CONJ SG#بن+CONJ PL#
وبند	AJ$+CONJ PREP POS COP3PL#N$بند+CONJ SG#+CONJ PREP SG COP3PL#ند+CONJ PREP SG#ناشنوائیان+CONJ PREP PL COP3PL#وب+SG COP3PL#
وبندش	AJ$بندش+CONJ POS#N$بند+CONJ SG PRO3SG#ند+CONJ PREP SG PRO3SG#
وبنشست	N$بن+CONJ SG PRO3SG COP3SG#نشست+CONJ PREP SG#
وبنمود	N$نمود+CONJ PREP SG#
وبنه	N$بنه+CONJ SG#
وبنهاد	N$نهاد+CONJ PREP SG#
وبنواختش	N$نواخت+CONJ PREP SG PRO3SG#
وبه	AJ$به+CONJ POS#N$به+CONJ SG#
وبهاری	AJ$هار+CONJ PREP POS YEH#CONJ PREP POS COP2SG#بهاری+CONJ POS#N$بهار+CONJ SG COP2SG#CONJ SG YEH#هار+CONJ PREP SG COP2SG#CONJ PREP SG YEH#بهاری+CONJ SG#هاری+CONJ PREP SG#
وبهاست	N$بها+CONJ SG COP3SG#+CONJ PREP PL COP3SG#وب+PL COP3SG#
وبهرام‌شان	N$بهرام+CONJ SG PRO3PL#
وبود	N$بود+CONJ SG#
وبوم	N$بو+CONJ SG COP1SG#بوم+CONJ SG#
وبوی	N$بو+CONJ SG COP2SG#CONJ SG EZ#وی+CONJ PREP SG#بوی+CONJ SG#
وبکنده	N$کنده+CONJ PREP SG#
وبی	AJ$+CONJ PREP POS YEH#CONJ PREP POS COP2SG#N$+CONJ PREP SG COP2SG#CONJ PREP SG YEH#ناشنوائیان+CONJ PREP PL YEH#CONJ PREP PL COP2SG#وب+SG YEH#SG COP2SG#
وبیان	N$یان+CONJ PREP SG#بیان+CONJ SG#
وبیخ	N$بیخ+CONJ SG#یخ+CONJ PREP SG#
وبید	AJ$+CONJ PREP POS COP2PL#N$+CONJ PREP SG COP2PL#ناشنوائیان+CONJ PREP PL COP2PL#بید+CONJ SG#ید+CONJ PREP SG#وب+SG COP2PL#
وبیدادگر	AJ$بیدادگر+CONJ POS#N$بیدادگر+CONJ SG#
وبیم	AJ$+CONJ PREP POS COP1PL#CONJ PREP POS YEH COP1SG#N$+CONJ PREP SG YEH COP1SG#CONJ PREP SG COP1PL#ناشنوائیان+CONJ PREP PL COP1PL#CONJ PREP PL YEH COP1SG#بیم+CONJ SG#یم+CONJ PREP SG#وب+SG COP1PL#SG YEH COP1SG#
وبین	AJ$بین+CONJ POS#N$بین+CONJ SG#ین+CONJ PREP SG#
وبینادل	AJ$بینادل+CONJ POS#
وبیچاره	AJ$بیچاره+CONJ POS#N$بیچاره+CONJ SG#
وبی‌آب	AJ$بی‌آب+CONJ POS#
وبی‌راه	AJ$بی‌راه+CONJ POS#N$بی‌راه+CONJ SG#
وبی‌پای	AJ$بی‌پا+CONJ POS EZ#CONJ POS COP2SG#
وت	N$ت+CONJ SG#
وتاب	N$تاب+CONJ SG#
وتابی	N$تاب+CONJ SG COP2SG#CONJ SG YEH#
وتاج	N$تاج+CONJ SG#
وتار	AJ$تار+CONJ POS#N$تار+CONJ SG#
وتاریکی	AJ$تاریک+CONJ POS YEH#CONJ POS COP2SG#N$تاریکی+CONJ SG#
وتاو	N$تاو+CONJ SG#
وتباهی	N$تباهی+CONJ SG#
وتبه	N$تبه+CONJ SG#
وتخت	AJ$تخت+CONJ POS#N$تخت+CONJ SG#
وتختت	AJ$تخت+CONJ POS PRO2SG#N$تخت+CONJ SG PRO2SG#
وتختش	AJ$تخت+CONJ POS PRO3SG#N$تخت+CONJ SG PRO3SG#
وتد	N$وتد+SG#
وتر	AJ$+CONJ COMP#وتر+POS#تر+CONJ POS#N$وتر+SG#تر+CONJ SG#
وتراست	N$ترا+CONJ SG COP3SG#تراس+CONJ SG PRO2SG#تراست+CONJ SG#
وترای	N$ترا+CONJ SG COP2SG#CONJ SG EZ#
وترس	N$ترس+CONJ SG#
وترک	AJ$ترک+CONJ POS#N$ترک+CONJ SG#
وتمکین	N$تمکین+CONJ SG#
وتن	N$تن+CONJ SG#
وتندرست	AJ$تندرست+CONJ POS#N$تندر+CONJ SG COP3SG#
وتندی	AJ$تند+CONJ POS YEH#CONJ POS COP2SG#N$تندی+CONJ SG#
وتنگ	AJ$تنگ+CONJ POS#N$تنگ+CONJ SG#
وتو	N$تو+CONJ SG#وتو+SG#
وتوشه	N$توشه+CONJ SG#
وتیب	N$تیب+CONJ SG#
وتیر	AJ$تیر+CONJ POS#N$تیر+CONJ SG#
وتیره	AJ$تیره+CONJ POS#N$وتیره+SG#تیره+CONJ SG#
وتیره‌ی	AJ$تیره+CONJ POS EZ#CONJ POS COP2SG#N$وتیره+SG EZ#SG COP2SG#تیره+CONJ SG COP2SG#CONJ SG EZ#
وتیغ	N$تیغ+CONJ SG#
وتیغهای	N$تیغ+CONJ PL EZ#CONJ PL COP2SG#
وتیمار	N$تیمار+CONJ SG#
وتین	N$تین+CONJ SG#
وثاق	N$وثاق+SG#
وثاقت	N$وثاق+SG PRO2SG#
وثاقش	N$وثاق+SG PRO3SG#
وثاقم	N$وثاق+SG PRO1SG#SG COP1SG#
وثاقی	N$وثاق+SG YEH#SG COP2SG#
وثن	N$وثن+SG#
وثنا	N$ثنا+CONJ SG#
وثنش	N$وثن+SG PRO3SG#
وثنم	N$وثن+SG PRO1SG#SG COP1SG#
وثنی	N$وثنی+SG#وثن+SG YEH#SG COP2SG#
وثوب	N$ثوب+CONJ SG#
وثوق	N$وثوق+SG#
وثوقت	N$وثوق+SG PRO2SG#
وثیق	AJ$وثیق+POS#N$وثیق+SG#
وثیقت	AJ$وثیق+POS PRO2SG#N$وثیق+SG PRO2SG#
وثیقتم	AJ$وثیق+POS PRO2SG COP1SG#N$وثیق+SG PRO2SG COP1SG#
وثیقتی	AJ$وثیق+POS PRO2SG COP2SG#POS PRO2SG YEH#N$وثیق+SG PRO2SG COP2SG#SG PRO2SG YEH#
وثیقه	AJ$وثیقه+POS#N$وثیقه+SG#
وجا	N$جا+CONJ SG#
وجام	N$جام+CONJ SG#جا+CONJ SG COP1SG#
وجامه‌ی	N$جامه+CONJ SG COP2SG#CONJ SG EZ#
وجان	N$جن+CONJ PL#جان+CONJ SG#
وجانان	N$جانان+CONJ SG#جان+CONJ PL#
وجانست	N$جن+CONJ PL COP3SG#جان+CONJ SG COP3SG#
وجانند	N$جن+CONJ PL COP3PL#جان+CONJ SG COP3PL#
وجاهت	N$وجاهت+SG#
وجای	N$جای+CONJ SG#جا+CONJ SG COP2SG#CONJ SG EZ#
وجب	N$وجب+SG#
وجبست	N$وجب+SG COP3SG#
وجد	N$وجد+SG#جد+CONJ SG#
وجدان	N$وجد+PL#وجدان+SG#جد+CONJ PL#
وجدانی	AJ$وجدانی+POS#N$وجد+PL YEH#PL COP2SG#وجدان+SG YEH#SG COP2SG#جد+CONJ PL YEH#CONJ PL COP2SG#
وجدانیست	AJ$وجدانی+POS COP3SG#N$وجد+PL YEH COP3SG#وجدان+SG YEH COP3SG#جد+CONJ PL YEH COP3SG#
وجدت	N$وجد+SG PRO2SG#جد+CONJ SG PRO2SG#
وجدش	N$وجد+SG PRO3SG#جد+CONJ SG PRO3SG#
وجدشان	N$وجد+SG PRO3PL#جد+CONJ SG PRO3PL#
وجدند	N$وجد+SG COP3PL#جد+CONJ SG COP3PL#
وجدی	AJ$جدی+CONJ POS#N$جدی+CONJ SG#وجد+SG YEH#SG COP2SG#جد+CONJ SG COP2SG#CONJ SG YEH#
وجز	N$جز+CONJ SG#
وجست	N$جست+CONJ SG#
وجستند	N$جست+CONJ SG COP3PL#
وجع	N$وجع+SG#
وجعها	N$وجع+PL#
وجفت	AJ$جفت+CONJ POS#N$جفت+CONJ SG#
وجل	N$وجل+SG#جل+CONJ SG#
وجلال	N$جلال+CONJ SG#
وجنان	N$جن+CONJ PL#جنان+CONJ SG#جنت+CONJ PL#
وجنبان	N$جنب+CONJ PL#
وجنتی	AJ$جنتی+CONJ POS#N$جن+CONJ SG PRO2SG COP2SG#CONJ SG PRO2SG YEH#جنت+CONJ SG COP2SG#CONJ SG YEH#جنتی+CONJ SG#
وجنتیها	N$جنتی+CONJ PL#
وجنه	N$وجنه+SG#
وجنگ	N$جنگ+CONJ SG#
وجه	N$وجه+SG#
وجهان	AJ$جهان+CONJ POS#N$جهان+CONJ SG#
وجهت	N$جهت+CONJ SG#
وجهتی	N$جهت+CONJ SG COP2SG#CONJ SG YEH#
وجهش	N$جهش+CONJ SG#
وجهه	N$وجهه+SG#
وجهی	AJ$وجهی+POS#
